workbook_row,creature_id,common_name,scientific_name_printed,outcome,reasons,workbook_human_review_required,source_id,source_book_page,source_pdf_page,source_tile,identity_confidence,identity_confidence_score,text_transcription_confidence,source_title_common_ocr,source_title_scientific_ocr,identification_evidence
223,00d6cdd7-ccfb-5c54-9f7d-c7f369078524,Twinspot Goby,Apogon striatus,pending_review,identity confidence is below the inclusion threshold; account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-E7953EB6,316,317,tl,medium,66,medium,,,"ID: Brown upper body and witite below; diffuse dark brown to blackiah: ie et tall, gaveal row of sl Mia ‘spots on side. ‘form small groups, Rubbte bottoms Or sbwlered comntal sests in 10-30-00 Bei ee PR i"
224,6d1342dd-fd9a-5cc2-bbba-a7637b571fb7,Striped Silverside,Athennomorus endrachtensis,pending_review,account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-E61CA113,137,138,br,high,100,medium,,,ID: Silvery; slender with two dorsal fins and ventrals below and behind pectorals; several longitudinal rows of small dark spots on sides. Form schools. Usuaily at surface in sheltered waters of mangroves and coastal reefs.
225,44ec3f2d-afe0-5523-97ee-6564ca95e9bd,Robust Silverside,Atherinomonis lacunosus,pending_review,identity confidence is below the inclusion threshold; account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-6B5FC689,137,138,bl,high,93.3,low,,,ID: Robust body: greenish silver often with blue reflections on gill cover; two dorsal fins with ventrals below and behind pectorals; narrow silver mid-body stripe. Form schools. Near surface in sheltered waters of mangroves and coastal reefs.
226,712b8243-65e6-53eb-9ccc-4ce59b520c10,Arrowhead Soapfish,Jelonoperca chabanaudi,included,,True,SRC-FAD16F85,165,166,bl,high,100,high,,,"ID: Long slender body and elongate pointed head; dark bluish gray with black speckling; yellow spot on tail base, blue- timmed black blotches on dorsal and ventral fins. Solitary. Caves and crevices on steep outer reef slopes in 4-50 m."
227,19693f3a-233b-5e40-81ce-bbdcf7bfe523,Dashed-line Blenny,Blenniella interrupta,pending_review,identity confidence is below the inclusion threshold; account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-1EF1CD27,344,345,mr,high,84.2,medium,,,"ID: Pale to medium gray, olive or brown: A- or H-shaped dark bars and dark maroon dash lines on side, dark maroon line markings on upper head. Solitary or form groups. Rocky shores and intertidal flats to 2m."
228,f1e9fd46-5083-5303-a5f9-a018063b102c,Bluedashed Rockskipper Blenny,Blenniella paula,pending_review,identity confidence is below the inclusion threshold,True,SRC-074717D3,344,345,bl,high,92.9,high,,,"ID: Pale to medium gray, olive or brown; 8 H-shaped dark bars each containing one or more pale blue dark edged dashes or spots, Solitary; rest on bottom or in holes with only head protruding. Intertidal reef flats with cracks and reefs to § m_"
229,77c438fe-27cd-534f-baa2-778913fb465c,Redspotted Blenny,Blennielia periophthalmus,pending_review,identity confidence is below the inclusion threshold; account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-0F550650,345,346,tl,high,83.3,medium,,,"ID: Tan; red spots on head, dark brown “ear” spot, H-shaped bars on side with double row of silvery-blue streaks or spots. Solitary or form groups; rest on bottom or in holes with only heads exposed. Rocky shores and intertidal flats with waves."
230,cb58722e-00ea-59e6-87d2-927674ba66b3,Saddleback Hogfish,Bodianus bilunulatus,pending_review,identity confidence is below the inclusion threshold,True,SRC-B807BDD9,229,230,ml,high,96.3,high,,,ID: TP - Pale undercolor with numerous dark reddish to greenish or grayish brown thin stripes; large dark or pale spot below rear dorsal fin. Solitary; feed on benthic invertebrates. Lagoons and outer reef slopes in 8-108 m.
231,cd6ef643-d050-53f7-a815-c54df420e16b,Twospot Slender Hogfish,Bodianus bimaculatus,pending_review,identity confidence is below the inclusion threshold; account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-2A78ECA2,230,231,bl,high,96.9,medium,,,"ID: Small and slender; variable from yellowish upper body and pink below to pink upper body and white below; may have thin red stripes, black spot on rear gil! cover and often another on tail base. Form small groups. Steep outer reef slopes in 30-60 m."
232,9c7b6ff3-de3e-547c-a046-ca834105abc0,Diana's Hogfish,Bodianus diana,pending_review,identity confidence is below the inclusion threshold,True,SRC-F36F62F5,230,231,tl,high,93.7,high,,,"ID: Purple to red head and back, yellow to whitish below 4-5 white spots on back, large black spots on ventral and anal fins. Solitary or in pairs. Outer reef slopes in 6-26 m."
233,6c7d9f95-e2c9-54ed-8c31-04016f6e4283,Blackfin Hogfish,Bodianus loxozonus,pending_review,identity confidence is below the inclusion threshold,True,SRC-9A2D2E43,229,230,br,high,96.3,high,,,"ID: Red to yellow upper head and back, pale below; numerous pale thin stripes run from head to tail, large diagonal black area actoss tai} base; ventral fin and border of anal fin black. Solitary. Lagoon and seaward reef slopes in 3-40 m."
234,509997eb-eed8-5c79-b75f-a2769e003311,Blackbelt Hogfish,Bodianus mesothorax,pending_review,identity confidence is below the inclusion threshold; account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-AB8D9BAE,229,230,tl,high,96.6,medium,,,"®: Purplish brown head. ‘bend on forebody, ibe tD pabOn Yor bods Mack ape eu pact ean ‘Axilspot Hogfish (previous). Solkary ot amall groupe, Optet reel slopes and paases in 5-30 m."
235,bc8c6eea-2116-5e44-b488-8c55b71ea9f4,Crescent-tail Hogfish,Jelonoperca opercularis,pending_review,identity confidence is below the inclusion threshold; identification descriptions are not high-confidence transcriptions,True,SRC-65BB57F9,231,232,tl,medium,66.9,high,,,ID: Sender body; bokd red and white q Hack spot cn rear edge of gill cover. Slleary ot form stall ‘on oF adjacent to: outer Hopes in 35 70m. seep
236,6d51e5e5-6167-53e4-90da-f423a054da19,Goldspot Hogfish,Bodianus perditio,pending_review,identity confidence is below the inclusion threshold,True,SRC-237769A9,230,231,br,high,95.9,high,,,"ID: JP - Yellow; large black patch on rear back preceded by white bar. TP - Reddish; same markings as JP except bar is yellowish, to 80 cm (27/: ft.}, Solitary. Sand and rubble patches of seaward reefs in 13-40 m."
237,e8d2d4e7-1168-50f5-b100-776ba6937539,Longnose Hogfish,Bodianus prognathus,pending_review,identity confidence is below the inclusion threshold,True,SRC-35578FA0,230,231,ml,high,96.6,high,,,"ID: Red upper body, paler below, 4-5 white spots on back and several pale spots on body; black spots on many scales elongate snout. Solitary. Outer reefs in 7-20 m, juveniles usually below 30 m."
238,45a1cacd-5b4e-5fdc-a5a4-f9dfb62bb669,Leopard Flounder,Bothus pantherinus,pending_review,identity confidence is below the inclusion threshold; account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-005D8F5B,386,387,tr,medium,74.1,medium,,,"ID: Brown to gray with dark-edged pale spots and florets, large diffuse dark blotch on mid-rear body; eyes about equal to ane eye diameter apart and lower eye nearly aligns with upper Taale has elongate pectoral fin. Solitary. Sand bottoms to 250m."
239,153bb679-4036-503c-bdf5-660e99f1afb7,Stargazer,Jelonoperca cirrocheilos,pending_review,identity confidence is below the inclusion threshold; account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-9CD45125,443,444,bl,low,59.7,medium,,,"lgiuorganhe pu ica bapwcn wich tae ues on back andl mint 0 Thad ‘cunous fibe ‘sottary, Bary bane only bende peu vob ry Set 10, e"
240,f8c6be7e-7f94-53e1-9239-b1986fd8bdb9,Sharpsnout Snake Eel,Jelonoperca crocodilinus,pending_review,identity confidence is below the inclusion threshold; account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-4379011D,443,444,mr,medium,67.1,medium,,,"TDr Winltiah 19 brown chen with dat fleck; bead Dettonsd, deaply depressed behind eyes; syesset far forward ‘gn soot; branched skin flaps along upper lip. Solitary, bury Sued patches in 15m fa sand with only heads protruding."
241,f6f6e451-24be-5a3f-9351-f973e97dc350,Reptilian Snake Eel,Brachysomophis henshawi,pending_review,identity confidence is below the inclusion threshold; account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-285E8BEB,443,444,ml,medium,79.3,medium,,,"ID: Variable from mottled red to yellowish or whitish; head flattened except for an abrupt depression behind eye. Solitary, bury in sand with only heads protruding to ambush prey. Lagoons and seaward sand patches in 1-30 m."
242,bf78b90a-59d8-5266-8341-08c65543c41b,,Sryaninops amplus,pending_review,identity confidence is below the inclusion threshold; account transcription confidence is not high; printed identity is incomplete; no identification description,True,SRC-7CEA8CE2,335,336,,low,,low,,,
243,93317fb5-735b-5605-ace6-86fe62635d65,Translucent Coral Goby,Sryaninops erythrops,pending_review,account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-1F4AF2D0,334,335,br,high,100,medium,,,"ID: Translucent grayish with dark speckles, red and white iris. On branching forms of fire coral, branching and massive forms of Porities. Shallow lagoons and protected reefs in 1-10 m."
244,0d5576eb-5a1c-561b-97f2-648ac640c9dd,,Sryaninops loki,pending_review,identity confidence is below the inclusion threshold; account transcription confidence is not high; printed identity is incomplete; no identification description,True,SRC-CB6CFE19,335,336,,low,,low,,,
245,eae7c107-fd95-5535-8b2b-05f02ef42f11,Redeye Hovering Goby,Sryaninops natans,pending_review,account transcription confidence is not high,True,SRC-458ADE61,334,335,bl,high,100,medium,,,"biuteh head and pellowish belly to Shove enal belies lnveniet to cad ny ‘Form groups. doar hover ahart claus ahove Acropora tres 12 :25m, a"
246,098cb8cb-624f-5788-91bc-eef649356522,Black Coral Goby,Sryaninops tigris,pending_review,identity confidence is below the inclusion threshold,True,SRC-5306E105,335,336,bl,medium,75.5,high,,,ID: Elongate; translucent body with red to dark brown stripe (may be interrupted by white) from snout to lower tail base. Solitary. Only on branches of black coral Antipathes in 15-53 m.
247,bec9a7f8-7dc0-57e3-8a89-73d59a8de823,Wire Coral Goby,Sryaninops yongei,pending_review,no identification description,True,SRC-A7F7E4AA,335,336,br,high,100,high,,,
248,e52e42ed-4497-5ea0-9858-cdcea4520cff,Yellowtail Fusilier,Caesio cuning,included,,True,SRC-04DF541C,141,142,tl,high,100,high,,,"ID: Silvery blue to blue-green with yellow forked tail; deeper body than other fusiliers. Form large aggreganons. Upper edge of steep slopes and around coastal patch reefs, often in silty areas with reduced visibility to 30 m."
249,a16f184c-995b-5b19-9835-11b3d1f63e22,Lunar Fusilier,Sryaninops lunaris,pending_review,identity confidence is below the inclusion threshold; account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-E94C7BFC,141,142,mr,medium,69.1,medium,,,"Foals aioe 1D; Silvery blue; blak tip on tail: lobes, row ep on arching Jaterdll ling. oY ta Fn latge aggregations, often mix with other fusiliers. Upper edge ‘of steep slopes, coastal patch end senward reefs to 30m."
250,95357c8f-eb35-58d8-868a-0273c698e5ae,Variable-lined Fusilier,Caesio varilineata,pending_review,account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-B62D721C,141,142,bl,high,100,medium,,,"ID: Silvery blue with 2-6 yellow stripes; black streak near tip of each tail lobe. Form aggregations, often mix with other fusiliers. Upper edge of steep slopes and around coastal patch reefs and outer reefs in 2-25 m."
251,3ecd3903-c9b4-5920-9377-79c62f4d5674,Yellowback Fusilier,Caesio xanthonota,included,,True,SRC-CD222AEF,141,142,ml,high,100,high,,,"ID: Silvery blue with yellow nape, back: and tail. Form large aggregations often mix with other fusiliers. Upper edge of steep slopes and around coastal patch reefs and seaward teefs to 30 m."
252,35df9947-a1b2-5cc0-8d24-fbcc712a2d06,Marbled Snake Eel,Callechelys marmorata,pending_review,identity confidence is below the inclusion threshold; account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-B2312C70,444,445,tr,high,95.3,medium,,,"ID: Yellowish with numerous black spots and blotches overhanging snout with prominent tubular nostrils, no pectoral fins. Solitary, bury in sand with only head protruding. Inhabit lagoon and seaward sand patches in 1-15 m."
253,de64ccca-726f-5143-9c66-5ef16dbb2467,Little Sand Dragonet,Callionymus parvus,pending_review,identity confidence is below the inclusion threshold; account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-BEF7C89A,292,293,mr,high,99.9,medium,,,ID: Male - Spotted shades of brown; omately marked 1st dorsal fin has elongate orange rear edge. In pairs or small groups. Sand and rubble bottoms near coastal reefs to 10 m.
254,1c357276-b569-5bf7-86f0-11b20716cffb,Superb Dragonet,Callionymus superbus,pending_review,identity confidence is below the inclusion threshold,True,SRC-85C3A00F,292,293,tr,high,99.8,high,,,ID: Femele - Blotchy brown with numerous small pale spots of variable size; 1st dorsal fin low and triangular. Mele - Similar but with long filamentous rays on 1st dorsal fin. Solitary or in pairs. Sand and rubble in 2-15 m.
